"D22473F4-C7A5-7B40-E053-6C04A8C0A630","573050","2021-06-23","W5 1AY","F","Y","L","50","WESTGATE HOUSE","WEST GATE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/D22473F4-C7A5-7B40-E053-6C04A8C0A630/current"
"D93B27B1-BAD7-3100-E053-6C04A8C08887","250000","2021-07-21","W5 1AY","F","Y","L","51","WESTGATE HOUSE","WEST GATE","","LONDON","EALING","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/D93B27B1-BAD7-3100-E053-6C04A8C08887/current"
"D707E534-BB1E-0AD9-E053-6B04A8C067CC","262080","2021-05-20","W5 1AY","F","Y","L","56","WESTGATE HOUSE","WEST GATE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/D707E534-BB1E-0AD9-E053-6B04A8C067CC/current"
"D707E534-BA2C-0AD9-E053-6B04A8C067CC","262000","2021-06-03","W5 1AY","F","Y","L","58","WESTGATE HOUSE","WEST GATE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/D707E534-BA2C-0AD9-E053-6B04A8C067CC/current"
"D707E534-BA45-0AD9-E053-6B04A8C067CC","350000","2021-08-18","W5 1AY","F","Y","L","59","WESTGATE HOUSE","WEST GATE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/D707E534-BA45-0AD9-E053-6B04A8C067CC/current"
"EC7AD09A-8CE7-9200-E053-6C04A8C0E306","257250","2021-07-23","W5 1AY","F","Y","L","6","WESTGATE HOUSE","WEST GATE","","LONDON","EALING","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/EC7AD09A-8CE7-9200-E053-6C04A8C0E306/current"
"D707E534-BA1D-0AD9-E053-6B04A8C067CC","255000","2021-07-29","W5 1AY","F","Y","L","61","WESTGATE HOUSE","WEST GATE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/D707E534-BA1D-0AD9-E053-6B04A8C067CC/current"
"D707E534-BAB9-0AD9-E053-6B04A8C067CC","267800","2021-11-12","W5 1AY","F","Y","L","63","WESTGATE HOUSE","WEST GATE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/D707E534-BAB9-0AD9-E053-6B04A8C067CC/current"
"D707E534-BA7A-0AD9-E053-6B04A8C067CC","255000","2021-09-03","W5 1AY","F","Y","L","64","WESTGATE HOUSE","WEST GATE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/D707E534-BA7A-0AD9-E053-6B04A8C067CC/current"
"D22473F4-C704-7B40-E053-6C04A8C0A630","280000","2021-05-05","W5 1AY","F","Y","L","65","WESTGATE HOUSE","WEST GATE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/D22473F4-C704-7B40-E053-6C04A8C0A630/current"
"D707E534-BA40-0AD9-E053-6B04A8C067CC","337000","2021-09-02","W5 1AY","F","Y","L","66","WESTGATE HOUSE","WEST GATE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/D707E534-BA40-0AD9-E053-6B04A8C067CC/current"
"FFA361DA-802C-8A03-E053-4804A8C01F61","265000","2022-08-31","W5 1AY","F","Y","L","67","WESTGATE HOUSE","WEST GATE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/FFA361DA-802C-8A03-E053-4804A8C01F61/current"
"D707E534-B9D2-0AD9-E053-6B04A8C067CC","565000","2021-06-28","W5 1AY","F","Y","L","68","WESTGATE HOUSE","WEST GATE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/D707E534-B9D2-0AD9-E053-6B04A8C067CC/current"
"CFC9085C-43FD-9A70-E053-6B04A8C09D6A","290000","2021-05-05","W5 1AY","F","Y","L","69","WESTGATE HOUSE","WEST GATE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/CFC9085C-43FD-9A70-E053-6B04A8C09D6A/current"
"D22473F4-C7DC-7B40-E053-6C04A8C0A630","255000","2021-07-16","W5 1AY","F","Y","L","71","WESTGATE HOUSE","WEST GATE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/D22473F4-C7DC-7B40-E053-6C04A8C0A630/current"
"D707E534-BA75-0AD9-E053-6B04A8C067CC","299000","2021-06-03","W5 1AY","F","Y","L","72","WESTGATE HOUSE","WEST GATE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/D707E534-BA75-0AD9-E053-6B04A8C067CC/current"
"D707E536-5F54-0AD9-E053-6B04A8C067CC","299250","2021-12-22","W5 1AY","F","Y","L","73","WESTGATE HOUSE","WEST GATE","","LONDON","EALING","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/D707E536-5F54-0AD9-E053-6B04A8C067CC/current"
"D707E534-BA1E-0AD9-E053-6B04A8C067CC","550270","2021-07-30","W5 1AY","F","Y","L","74","WESTGATE HOUSE","WEST GATE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/D707E534-BA1E-0AD9-E053-6B04A8C067CC/current"
"D707E536-5F59-0AD9-E053-6B04A8C067CC","239040","2021-08-24","W5 1AY","F","Y","L","75","WESTGATE HOUSE","WEST GATE","","LONDON","EALING","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/D707E536-5F59-0AD9-E053-6B04A8C067CC/current"
"D707E536-5F26-0AD9-E053-6B04A8C067CC","264600","2021-07-23","W5 1AY","F","Y","L","77","WESTGATE HOUSE","WEST GATE","","LONDON","EALING","GREATER LONDON","B","http://landregistry.data.gov.uk/data/ppi/transaction/D707E536-5F26-0AD9-E053-6B04A8C067CC/current"
"D93B27B0-386B-3100-E053-6C04A8C08887","359100","2021-07-14","W5 1AY","F","Y","L","9","WESTGATE HOUSE","WEST GATE","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/D93B27B0-386B-3100-E053-6C04A8C08887/current"
"EA3278AA-39CA-2676-E053-6B04A8C015F8","975000","2022-09-02","W5 1AZ","T","N","F","","16","WINSCOMBE CRESCENT","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/EA3278AA-39CA-2676-E053-6B04A8C015F8/current"
"8355F009-3AC8-55C5-E053-6B04A8C0D090","905000","2019-02-14","W5 1AZ","T","N","F","","24","WINSCOMBE CRESCENT","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/8355F009-3AC8-55C5-E053-6B04A8C0D090/current"
"B5755FFE-33EB-7D01-E053-6C04A8C036B6","895000","2019-12-11","W5 1BA","T","N","F","","12","BRUNNER ROAD","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/B5755FFE-33EB-7D01-E053-6C04A8C036B6/current"
"919FEC05-820D-9A90-E053-6C04A8C0A300","895000","2019-08-21","W5 1BA","T","N","F","","14","BRUNNER ROAD","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/919FEC05-820D-9A90-E053-6C04A8C0A300/current"
"01EB45EF-FC02-40F3-E063-4704A8C05FDE","980000","2023-07-07","W5 1BA","T","N","F","","16","BRUNNER ROAD","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/01EB45EF-FC02-40F3-E063-4704A8C05FDE/current"
"D22473F5-B12E-7B40-E053-6C04A8C0A630","605000","2021-09-07","W5 1BA","T","N","F","","18","BRUNNER ROAD","","LONDON","EALING","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/D22473F5-B12E-7B40-E053-6C04A8C0A630/current"
